"Locus_ID","LOC","ID.x","CHROM","chain","sig_SNP","sig_SNP_POS","sig_SNP_name","peak_start","peak_end","snps_in_chain","dist.focal.snp","source","feature","start","end","score","strand","frame","descriptor","func","Transcript_ID","Description","RAP.DB.Gene.Symbol.Synonym.s.","RAP.DB.Gene.Name.Synonym.s.","CGSNL.Gene.Symbol","CGSNL.Gene.Name","Oryzabase.Gene.Symbol.Synonym.s.","Oryzabase.Gene.Name.Synonym.s.","GO","InterPro","Transcript.evidence","ORF.evidence","Curation.Date","Literature.PMID","Oryzabase.Trait.Gene.ID","Subcellular.location","Comment","B5toI1","Trait_Oncology"
"Os01g0198500","LOC_Os01g10180","OsR498G0100346400.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5299739,5300982,".","-",".","ID=OsR498G0100346400.01;Name=OsR498G0100346400.01;","avr9%2FCf-9 rapidly elicited protein 146, putative, expressed","Os01t0198500-01","Conserved hypothetical protein.","","","","","","","","","AK108464 (DDBJ, Best hit)","A2WLQ4 (UniProt)","","","","","","",""
"Os01g0198702","LOC_Os01g10195","OsR498G0100347200.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5308810,5310047,".","-",".","ID=OsR498G0100347200.01;Name=OsR498G0100347200.01;","expressed protein","Os01t0198702-01","Conserved hypothetical protein.","","","","","","","","","AK242704 (DDBJ, Best hit)","Q6ZF06 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0198900","LOC_Os01g10210","OsR498G0100347500.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5321226,5322368,".","+",".","ID=OsR498G0100347500.01;Name=OsR498G0100347500.01;","lachrymatory factor synthase, putative, expressed","Os01t0198900-01","Polyketide cyclase/dehydrase domain containing protein.","","","","","","","","Polyketide cyclase/dehydrase (IPR019587), START-like domain superfamily (IPR023393)","AK060553 (DDBJ, Best hit)","A2WLQ6 (UniProt)","","","","","","",""
"Os01g0198900","LOC_Os01g10210","OsR498G0100347500.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5321226,5322368,".","+",".","ID=OsR498G0100347500.01;Name=OsR498G0100347500.01;","lachrymatory factor synthase, putative, expressed","Os01t0198900-02","Polyketide cyclase/dehydrase domain containing protein.","","","","","","","","Polyketide cyclase/dehydrase (IPR019587), START-like domain superfamily (IPR023393)","AK099171 (DDBJ, Best hit), AK069974 (DDBJ, Best hit)","A2WLQ6 (UniProt)","","","","","","",""
"Os01g0199300","LOC_Os01g10230","OsR498G0100348300.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5331793,5332685,".","+",".","ID=OsR498G0100348300.01;Name=OsR498G0100348300.01;","lachrymatory factor synthase, putative, expressed","Os01t0199300-00","Similar to lachrymatory factor synthase.","","","","","","","","Polyketide cyclase/dehydrase (IPR019587), START-like domain superfamily (IPR023393)","CT834808 (DDBJ, Best hit)","NP_001151021.1 (RefSeq)","","","","","","",""
"Os01g0199400","LOC_Os01g10250","OsR498G0100348800.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5337361,5342011,".","-",".","ID=OsR498G0100348800.01;Name=OsR498G0100348800.01;","hydrolase, alpha%2Fbeta fold family domain containing protein, expressed","Os01t0199400-01","Alpha/beta hydrolase family protein.","","","","","","","","Alpha/beta hydrolase fold-1 (IPR000073), Serine aminopeptidase, S33 (IPR022742), Alpha/Beta hydrolase fold (IPR029058)","AK068509 (DDBJ, Best hit)","NP_196726.1 (RefSeq)","","","","","","",""
"Os01g0199400","LOC_Os01g10250","OsR498G0100348800.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5337361,5342011,".","-",".","ID=OsR498G0100348800.01;Name=OsR498G0100348800.01;","hydrolase, alpha%2Fbeta fold family domain containing protein, expressed","Os01t0199400-02","Similar to predicted protein.","","","","","","","","Alpha/beta hydrolase fold-1 (IPR000073), Serine aminopeptidase, S33 (IPR022742), Alpha/Beta hydrolase fold (IPR029058)","AK070748 (DDBJ, Best hit)","NP_196726.1 (RefSeq)","","","","","","",""
"Os01g0199700","LOC_Os01g10260","OsR498G0100349600.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5348998,5349613,".","-",".","ID=OsR498G0100349600.01;Name=OsR498G0100349600.01;","expressed protein","Os01t0199700-00","Protein of unknown function DUF1677, plant domain containing protein.","","","","","","","","Protein of unknown function DUF1677, plant (IPR012876)","AK369362 (DDBJ)","NP_001042311.1 (RefSeq)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0199900","LOC_Os01g10280","OsR498G0100350300.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5353604,5360380,".","+",".","ID=OsR498G0100350300.01;Name=OsR498G0100350300.01;","phosphoribosylaminoimidazole carboxylase, chloroplast precursor, putative, expressed","Os01t0199900-01","Similar to Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC).","","","AIRC","AIR CARBOXYLASE","OsAIRC","AIR carboxylase","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Molecular Function: ATP binding (GO:0005524), Molecular Function: metal ion binding (GO:0046872), Molecular Function: phosphoribosylaminoimidazole carboxylase activity (GO:0004638)","PurE domain (IPR000031), ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type (IPR003135), Phosphoribosylaminoimidazole carboxylase, ATPase subunit (IPR005875), Rudiment single hybrid motif (IPR011054), ATP-grasp fold (IPR011761), ATP-grasp fold, subdomain 1 (IPR013815), Pre-ATP-grasp domain superfamily (IPR016185), Phosphoribosylaminoimidazole carboxylase, fungi/plant (IPR016301), Class I PurE (IPR033747), Phosphoribosylaminoimidazole carboxylase, C-terminal domain (IPR040686)","AK068172 (DDBJ, Best hit)","Q6T7F1 (UniProt)","","","22927","","","",""
"Os01g0200000","LOC_Os01g10290","OsR498G0100350800.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5361000,5364510,".","-",".","ID=OsR498G0100350800.01;Name=OsR498G0100350800.01;","autophagy-related protein 3, putative, expressed","Os01t0200000-01","Similar to autophagocytosis protein AUT1-like [Oryza sativa (japonica cultivar-group)].","","","ATG3A","AUTOPHAGY ASSOCIATED GENE 3A","OsATG3a, Atg3a","autophagy 3a, AUTOPHAGY RELATED3a","Molecular Function: Atg8-family ligase activity (GO:0019776), Molecular Function: ubiquitin-like protein transferase activity (GO:0019787)","Ubiquitin-like-conjugating enzyme Atg3/Atg10 (IPR007135), Autophagy-related protein 3 (IPR046962)","AK067737 (DDBJ, Best hit)","B8A6J7 (UniProt)","","","9635","","","",""
"Os01g0200200","LOC_Os01g10310","OsR498G0100351500.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5370723,5372167,".","+",".","ID=OsR498G0100351500.01;Name=OsR498G0100351500.01;","expressed protein","Os01t0200200-00","Protein of unknown function DUF1677, plant domain containing protein.","","","","","","","","Protein of unknown function DUF1677, plant (IPR012876)","tplb0005h18 (Wheat FLcDNA)","NP_001172221.1 (RefSeq)","","","","","","Exon-intron structures and exon sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0200300","LOC_Os01g10320","OsR498G0100352000.01",1,1,0.00387505617298214,5281292,"Os2556",5181292,5381292,4,NA,"IGDBv2","gene",5374114,5379231,".","-",".","ID=OsR498G0100352000.01;Name=OsR498G0100352000.01;","class III HD-Zip protein 8, putative, expressed","Os01t0200300-01","Similar to Homeobox-leucine zipper protein HOX29.","","","HOX29","HOMEOBOX GENE 29","Oshox29, OsHox29, OSHB5, HB5","rice homeobox gene 29, Homeobox-leucine zipper protein HOX29, Homeodomain transcription factor HOX29, HD-ZIP protein HOX29, HOMEODOMAIN CONTAINING PROTEIN 5","Molecular Function: DNA-binding transcription factor activity (GO:0003700)","MEKHLA (IPR013978), Class III homeodomain-leucine zipper family (IPR044830)","AK112091 (DDBJ, Best hit)","Q5QMZ9 (UniProt)","","","8466","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0201100","LOC_Os01g10440","OsR498G0100356900.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5454682,5457200,".","+",".","ID=OsR498G0100356900.01;Name=OsR498G0100356900.01;","xylosyltransferase, putative, expressed","Os01t0201100-01","Similar to xylosyltransferase oxt.","","","","","","","Cellular Component: membrane (GO:0016020), Molecular Function: glucuronosyltransferase activity (GO:0015020), Molecular Function: glycosyltransferase activity (GO:0016757)","Glycosyl transferase, family 14 (IPR003406), Beta-glucuronosyltransferase GlcAT14A/B/C (IPR044610)","AK243549 (DDBJ, Best hit)","NP_001148073.1 (RefSeq)","","","","","","",""
"Os01g0201200","LOC_Os01g10450","OsR498G0100357200.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5458140,5462118,".","-",".","ID=OsR498G0100357200.01;Name=OsR498G0100357200.01;","protein kinase domain containing protein, expressed","Os01t0201200-01","Similar to Protein kinase.","","","","","","","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672)","Protein kinase domain (IPR000719), Serine-threonine/tyrosine-protein kinase, catalytic domain (IPR001245), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009)","AK069537 (DDBJ, Best hit)","A2WLS4 (UniProt)","","","","","","",""
"Os01g0201275","LOC_Os01g10460","OsR498G0100359200.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5477391,5478674,".","-",".","ID=OsR498G0100359200.01;Name=OsR498G0100359200.01;","expressed protein","Os01t0201275-00","Conserved hypothetical protein.","","","DH","DOMINANT DWARF","D-h(t)*, Dwf43, D-h","Dominant dwarf","","","BT019156 (DDBJ)","Q5QN07 (UniProt)","","","2019","","","","stem length (TO:0000576) | grain size (TO:0000397) | gibberellic acid sensitivity (TO:0000166) | brown rice shape (TO:0000287) | seed size (TO:0000391) | plant height (TO:0000207) | panicle length (TO:0000040) | grain shape (TO:0002730) | internode length (TO:0000145)"
"Os01g0201300","LOC_Os01g10460","OsR498G0100359200.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5477391,5478674,".","-",".","ID=OsR498G0100359200.01;Name=OsR498G0100359200.01;","expressed protein","Os01t0201300-00","Non-protein coding transcript.","","","","","","","","","CT835525 (DDBJ, Secondary hit)","NONE","","","","","","",""
"Os01g0201400","LOC_Os01g10470","OsR498G0100360200.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5486519,5487411,".","-",".","ID=OsR498G0100360200.01;Name=OsR498G0100360200.01;","RALFL17 - Rapid ALkalinization Factor RALF family protein precursor, expressed","Os01t0201400-01","Rapid alkalinization factor, Essential for pollen tube growth","OsRALF17","Rapid alkalinization factor 17","RALF3","RAPID ALKALIZATION FACTOR 3","OsRALF-3, OsRALF3, RALF-3","Rapid alkalization factor 3","","Rapid ALkalinization Factor (IPR008801)","AK070397","Q9AWJ6","June 7, 2023","37195059","21107","plasma membrane (GO:0005886)","","",""
"Os01g0201500","LOC_Os01g10480","OsR498G0100360800.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5490048,5490941,".","-",".","ID=OsR498G0100360800.01;Name=OsR498G0100360800.01;","plastocyanin-like domain containing protein, putative, expressed","Os01t0201500-00","Similar to early nodulin 20.","","","ENODL2","EARLY NODULIN LIKE PROTEIN 2","OsENODL2","early nodulin-like protein 2","","Cupredoxin (IPR008972)","ab initio prediction","NP_001151407.1 (RefSeq)","","","9727","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0201600","LOC_Os01g10490","OsR498G0100361000.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5495939,5497381,".","-",".","ID=OsR498G0100361000.01;Name=OsR498G0100361000.01;","keratin, type I cytoskeletal 9, putative, expressed","Os01t0201600-01","GA-regulated growth and development","OsGAE1","GA-enhanced gene 1","GAE1","GA-ENHANCED GENE 1","OsGAE1","gibberellin-regulated gene, GA-enhanced gene 1","","Protodermal factor 1 (IPR039923)","AK073568","Q5QN39","November 11, 2021","16915516","6147","","","","growth and development trait (TO:0000357) | gibberellic acid sensitivity (TO:0000166) | plant height (TO:0000207)"
"Os01g0201700","LOC_Os01g10504","OsR498G0100361800.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5519296,5532066,".","-",".","ID=OsR498G0100361800.01;Name=OsR498G0100361800.01;","OsMADS3 - MADS-box family gene with MIKCc type-box, expressed","Os01t0201700-02","Transcription factor, Floral organ development, Lodicule development,  Stamen specification, Floral meristem determinacy, Male reproductive development","RAG, MADS3, OsMADS3, OsMADS3(t), RMADS222, RAG1","RICE AGAMOUS, MADS box gene3, MADS-box transcription factor 3, Protein AGAMOUS-like","RAG","RICE AGAMOUS","MADS3, OsMADS3, OsMADS3(t), RMADS222, RAG1","MADS box gene3, MADS-box transcription factor 3, Protein AGAMOUS-like","Biological Process: positive regulation of transcription by RNA polymerase II (GO:0045944), Biological Process: regulation of DNA-templated transcription (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677), Molecular Function: DNA-binding transcription factor activity (GO:0003700), Molecular Function: RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977), Molecular Function: protein dimerization activity (GO:0046983)","Transcription factor, MADS-box (IPR002100), Transcription factor, K-box (IPR002487), MADS MEF2-like (IPR033896), Transcription factor, MADS-box superfamily (IPR036879)","Inferred from literature","Inferred from literature","May 21, 2015","21297036, 16326928, 11828031, 7579155","8429","","","","stamen anatomy and morphology trait (TO:0000215) | lodicule development trait (TO:0006023) | lodicule anatomy and morphology trait (TO:0006009) | inflorescence development trait (TO:0000621) | flower development trait (TO:0000622)"
"Os01g0201700","LOC_Os01g10504","OsR498G0100361800.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5519296,5532066,".","-",".","ID=OsR498G0100361800.01;Name=OsR498G0100361800.01;","OsMADS3 - MADS-box family gene with MIKCc type-box, expressed","Os01t0201700-01","Similar to M23 protein (Fragment).","","","RAG","RICE AGAMOUS","MADS3, OsMADS3, OsMADS3(t), RMADS222, RAG1","MADS box gene3, MADS-box transcription factor 3, Protein AGAMOUS-like","Biological Process: positive regulation of transcription by RNA polymerase II (GO:0045944), Molecular Function: DNA binding (GO:0003677), Molecular Function: RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977), Molecular Function: protein dimerization activity (GO:0046983)","Transcription factor, MADS-box (IPR002100), MADS MEF2-like (IPR033896), Transcription factor, MADS-box superfamily (IPR036879)","AK108568 (DDBJ, Best hit)","Q84V75 (UniProt)","","","8429","","","CDS sequences are different between Build 5 and IRGSP-1.0.","stamen anatomy and morphology trait (TO:0000215) | lodicule development trait (TO:0006023) | lodicule anatomy and morphology trait (TO:0006009) | inflorescence development trait (TO:0000621) | flower development trait (TO:0000622)"
"Os01g0201800","LOC_Os01g10520","OsR498G0100362200.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5539632,5546374,".","-",".","ID=OsR498G0100362200.01;Name=OsR498G0100362200.01;","expressed protein","Os01t0201800-00","Hypothetical conserved gene.","","","","","","","","","ab initio prediction","Q5QN38 (UniProt)","","","","","","",""
"Os01g0201900","LOC_Os01g10530","OsR498G0100362800.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5552148,5559540,".","-",".","ID=OsR498G0100362800.01;Name=OsR498G0100362800.01;","expressed protein","Os01t0201900-01","Conserved hypothetical protein.","","","NIP1;5","NOD26 LIKE INTRINSIC PROTEIN 1;5","OsNIP1;5, NIP1-5","Aquaporin NIP1-5, NOD26-like intrinsic protein 1-5","","","AK106359 (DDBJ, Best hit)","A2WLT2 (UniProt)","","","19068","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0202500","LOC_Os01g10580","OsR498G0100364900.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5600694,5602410,".","+",".","ID=OsR498G0100364900.01;Name=OsR498G0100364900.01;","B-box zinc finger family protein, putative, expressed","Os01t0202500-01","Similar to B-box zinc finger family protein.","","","","","OsBBX1, OsDBB3c, BBX1, DBB3c","B-box-containing protein 1, DOUBLE B-BOX zinc finger gene 3c, DOUBLE B-BOX 3c","Molecular Function: zinc ion binding (GO:0008270)","B-box-type zinc finger (IPR000315)","AK242176 (DDBJ, Best hit)","B4FZE2 (UniProt)","","","11633","","","","jasmonic acid sensitivity (TO:0000172) | cold tolerance (TO:0000303) | salt tolerance (TO:0006001) | drought tolerance (TO:0000276) | gibberellic acid sensitivity (TO:0000166) | iron sensitivity (TO:0000224)"
"Os01g0202700","LOC_Os01g10590","OsR498G0100365100.01",1,2,8.3214580492052e-06,5547921,"Os2669",5447921,5647921,9,266629,"IGDBv2","gene",5605046,5616510,".","+",".","ID=OsR498G0100365100.01;Name=OsR498G0100365100.01;","osFTL8  FT-Like8 homologous to Flowering Locus T  gene; contains Pfam profile PF01161%3A Phosphatidylethanolamine-binding protein, expressed","Os01t0202700-00","Similar to Flowering locus T3.","","","FTL8","FLOWERING TIME LIKE GENE 8","FT-L 8, OsFTL8","FT-like gene 8","","Phosphatidylethanolamine-binding protein (IPR008914), Phosphatidylethanolamine-binding protein, eukaryotic (IPR035810), PEBP-like superfamily (IPR036610)","ab initio prediction","E5LCW6 (UniProt)","","","11230","","","","jasmonic acid sensitivity (TO:0000172)"
"Os01g0202800","LOC_Os01g10600","OsR498G0100366800.01",1,3,0.0084163264839817,5712349,"Os2787",5612349,5812349,1,164428,"IGDBv2","gene",5624479,5628102,".","-",".","ID=OsR498G0100366800.01;Name=OsR498G0100366800.01;","aquaporin protein, putative, expressed","Os01t0202800-01","Nodulin 26-like intrinsic protein 1;2, Mediation of internal aluminum detoxification, Aluminum tolerance","OsNIP1;2","nodulin 26-like intrinsic protein 1;2","NIP1;2","NOD26 LIKE INTRINSIC PROTEIN 1;2","OsNIP1;2, NIP1-2, OsNIP1.2, NIP1.2","Aquaporin NIP1-2, NOD26-like intrinsic protein 1-2","Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Molecular Function: channel activity (GO:0015267)","Major intrinsic protein (IPR000425), Major intrinsic protein, conserved site (IPR022357), Aquaporin-like (IPR023271), Aquaporin transporter (IPR034294)","Inferred from literature","Inferred from literature","September 26, 2022","36172551","8518","plasma membrane (GO:0005886)","","","aluminum sensitivity (TO:0000354) | mineral and ion content related trait (TO:0000465)"
